NAME,PRICE,DATE,URL
heyday  Apple iPhone 8/7/6s/6 Case - Orange,9.99,39:45.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=heyday++Apple+iPhone+8%2F7%2F6s%2F6+Case+-+Orange&_sacat=0
Speck Apple iPhone 8 Plus/7 Plus/6s Plus/6 Plus Inked Case - Marble Gray,24.0,39:57.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Speck+Apple+iPhone+8+Plus%2F7+Plus%2F6s+Plus%2F6+Plus+Inked+Case+-+Marble+Gray&_sacat=0
PopSockets PopGrip Cell Phone Grip & Stand - TXT Me,12.97,40:25.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=PopSockets+PopGrip+Cell+Phone+Grip+%26+Stand+-+TXT+Me&_sacat=0
PopSockets PopGrip Cell Phone Grip & Stand - You Succulent,8.99,40:58.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=PopSockets+PopGrip+Cell+Phone+Grip+%26+Stand+-+You+Succulent&_sacat=0
Sonix Apple iPhone 11 Pro Max Clear Coat Case - Southern Floral,7.95,41:26.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XSonix+Apple+iPhone+11+Pro+Max+Clear+Coat+Case+-+Southern+Floral.TRS0&_nkw=Sonix+Apple+iPhone+11+Pro+Max+Clear+Coat+Case+-+Southern+Floral&_sacat=0
500ct Standard Paper Clips - Gold - Sugar Paper Essentials™,9.99,41:42.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=500ct+Standard+Paper+Clips+-+Gold+-+Sugar+Paper+Essentials%E2%84%A2&_sacat=0
"Ematic Low Profile Mount 23-65"" - Black (EMW5105 )",19.99,53:58.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Ematic+Low+Profile+Mount+23-65%22+-+Black+%28EMW5105+%29&_sacat=0
Jensen Portable CD Player with Bass Boost - Black (CD-60C),14.95,54:11.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XJensen+Portable+CD+Player+with+Bass+Boost+-+Black+%28CD-60C%29.TRS0&_nkw=Jensen+Portable+CD+Player+with+Bass+Boost+-+Black+%28CD-60C%29&_sacat=0
"Ematic Low Profile Mount 23-65"" - Black (EMW5105 )",19.99,54:43.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Ematic+Low+Profile+Mount+23-65%22+-+Black+%28EMW5105+%29&_sacat=0
Jensen Portable CD Player with Bass Boost - Black (CD-60C),14.95,54:58.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Jensen+Portable+CD+Player+with+Bass+Boost+-+Black+%28CD-60C%29&_sacat=0
"Ematic Low Profile Mount 23-65"" - Black (EMW5105 )",19.99,55:55.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Ematic+Low+Profile+Mount+23-65%22+-+Black+%28EMW5105+%29&_sacat=0
Jensen Portable CD Player with Bass Boost - Black (CD-60C),14.95,56:12.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Jensen+Portable+CD+Player+with+Bass+Boost+-+Black+%28CD-60C%29&_sacat=0
"Ematic Low Profile Mount 23-65"" - Black (EMW5105 )",19.99,28:19.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XEmatic+Low+Profile+Mount+23-65%22+-+Black+%28EMW5105+%29.TRS0&_nkw=Ematic+Low+Profile+Mount+23-65%22+-+Black+%28EMW5105+%29&_sacat=0
Jensen Portable CD Player with Bass Boost - Black (CD-60C),14.95,28:31.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Jensen+Portable+CD+Player+with+Bass+Boost+-+Black+%28CD-60C%29&_sacat=0
Judgment Standard Edition Video Game for PlayStation 4 (JM-63244-6),33.99,28:44.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Judgment+Standard+Edition+Video+Game+for+PlayStation+4+%28JM-63244-6%29&_sacat=0
New Price Entry Spacer,0.0,31:33.5,www.google.com
"Post-it  Pop-up Note Dispenser, Steel Top, Gray / White",5.0,31:52.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Post-it++Pop-up+Note+Dispenser%2C+Steel+Top%2C+Gray+%2F+White&_sacat=0
heyday  Apple iPhone XR Case - Pink,8.75,32:02.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=heyday++Apple+iPhone+XR+Case+-+Pink&_sacat=0
"Speck 11"" Presidio Balance Folio Case for iPad - Black",10.0,32:14.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Speck+11%22+Presidio+Balance+Folio+Case+for+iPad+-+Black&_sacat=0
Mbl Charger Just Wireless Usb-powe,2.47,32:38.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Mbl+Charger+Just+Wireless+Usb-powe&_sacat=0
Judgment Standard Edition Video Game for PlayStation 4 (JM-63244-6),33.99,32:50.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Judgment+Standard+Edition+Video+Game+for+PlayStation+4+%28JM-63244-6%29&_sacat=0
12ct File Folders - UBrands,5.02,33:00.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR10.TRC0.A0.H0.X12ct+File+Folders+-+UBrands.TRS0&_nkw=12ct+File+Folders+-+UBrands&_sacat=0
Case-Mate Apple iPhone XR/11 Twinkle - Gold,8.45,33:13.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Case-Mate+Apple+iPhone+XR%2F11+Twinkle+-+Gold&_sacat=0
New Price Entry Spacer,0.0,52:56.1,www.google.com
Blink Eye Drops for Contact Lenses - .3 fl oz,8.73,53:07.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Blink+Eye+Drops+for+Contact+Lenses+-+.3+fl+oz&_sacat=0
Right Guard Total Defense Fresh Blast Clear Gel - 2pk,10.99,53:22.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XRight+Guard+Total+Defense+Fresh+Blast+Clear+Gel+-+2pk.TRS0&_nkw=Right+Guard+Total+Defense+Fresh+Blast+Clear+Gel+-+2pk&_sacat=0
Sun Bum 6 oz Sunscreens,11.95,53:39.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Sun+Bum+6+oz+Sunscreens&_sacat=0
Unknown,0.0,53:53.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Unknown&_sacat=0
Disney Frozen 2 Color and Trace 48-Page Activity Book with 8 Tracing Sheets 46038,10.99,54:07.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Disney+Frozen+2+Color+and+Trace+48-Page+Activity+Book+with+8+Tracing+Sheets+46038&_sacat=0
Maze Activity Classroom Pack - 30 Count,1.99,54:35.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Maze+Activity+Classroom+Pack+-+30+Count&_sacat=0
Miniature Spring Themed Motivational Decor Doorknob Sign - ''No Rain No Flowers'' - 4.5 x 4.6 Inches,68.52,55:17.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Miniature+Spring+Themed+Motivational+Decor+Doorknob+Sign+-+%27%27No+Rain+No+Flowers%27%27+-+4.5+x+4.6+Inches&_sacat=0
Gift Tags with Baker's Twine Included - 30 Count (Cookie),5.86,55:51.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Gift+Tags+with+Baker%27s+Twine+Included+-+30+Count+%28Cookie%29&_sacat=0
Gift Tags with Baker's Twine Included - 30 Count (Rainbow),5.86,56:58.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Gift+Tags+with+Baker%27s+Twine+Included+-+30+Count+%28Rainbow%29&_sacat=0
Gift Tags with Baker's Twine Included - 30 Count (Bubbles),5.86,57:28.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XGift+Tags+with+Baker%27s+Twine+Included+-+30+Count+%28Bubbles%29.TRS0&_nkw=Gift+Tags+with+Baker%27s+Twine+Included+-+30+Count+%28Bubbles%29&_sacat=0
Easter Variety Stand Up Bag  - 20.4oz,17.47,57:57.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XEaster+Variety+Stand+Up+Bag++-+20.4oz.TRS0&_nkw=Easter+Variety+Stand+Up+Bag++-+20.4oz&_sacat=0
Teaching Classroom You Did It Reward Certificate Cards - 30 Count,19.5,58:24.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XTeaching+Classroom+You+Did+It+Reward+Certificate+Cards+-+30+Count.TRS0&_nkw=Teaching+Classroom+You+Did+It+Reward+Certificate+Cards+-+30+Count&_sacat=0
Teaching Classroom You Did It Reward Coupon Cards - 30 Count,8.99,58:40.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Teaching+Classroom+You+Did+It+Reward+Coupon+Cards+-+30+Count&_sacat=0
Plant Growth Tracker Activity Sheet Classroom Pack - 30 Count,6.3,59:14.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Plant+Growth+Tracker+Activity+Sheet+Classroom+Pack+-+30+Count&_sacat=0
Sunscreen Sun Bu 6 Floz,11.95,59:48.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XSunscreen+Sun+Bu+6+Floz.TRS0&_nkw=Sunscreen+Sun+Bu+6+Floz&_sacat=0
New Price Entry Spacer,0.0,43:36.6,www.google.com
Aduro Aqua Sound Shower Speaker - Black (AS-WSP20-01),11.95,44:19.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XAduro+Aqua+Sound+Shower+Speaker+-+Black+%28AS-WSP20-01%29.TRS0&_nkw=Aduro+Aqua+Sound+Shower+Speaker+-+Black+%28AS-WSP20-01%29&_sacat=0
Aduro AquaSound Shower Bluetooth Speaker - Blue AS-WSP20,10.99,44:39.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XAduro+AquaSound+Shower+Bluetooth+Speaker+-+Blue+AS-WSP20.TRS0&_nkw=Aduro+AquaSound+Shower+Bluetooth+Speaker+-+Blue+AS-WSP20&_sacat=0
Aduro AQUASound Bluetooth Shower Speaker - Square (AS-WSP20-SQU),0.0,44:51.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Aduro+AQUASound+Bluetooth+Shower+Speaker+-+Square+%28AS-WSP20-SQU%29&_sacat=0
Aduro AquaSound Shower Bluetooth Speaker - Black Giraffe (AS-WSP20-GR01),12.99,45:11.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Aduro+AquaSound+Shower+Bluetooth+Speaker+-+Black+Giraffe+%28AS-WSP20-GR01%29&_sacat=0
Babyliss Pro Ionic Nano Titanium with Integrated Ion Generator Hair Dryer - Blue - Size: One Size,65.68,45:39.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Babyliss+Pro+Ionic+Nano+Titanium+with+Integrated+Ion+Generator+Hair+Dryer+-+Blue+-+Size%3A+One+Size&_sacat=0
SoundBot Bluetooth Portable Speaker - Black (SB571-BLK/BLK),13.69,46:11.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR2.TRC0.A0.H0.XSoundBot+Bluetooth+Portable+Speaker+-+Black+%28SB571-BLK%2FBLK%29.TRS0&_nkw=SoundBot+Bluetooth+Portable+Speaker+-+Black+%28SB571-BLK%2FBLK%29&_sacat=0
Blue Tiger Pro Bluetooth Headset (17-120385),29.99,46:31.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Blue+Tiger+Pro+Bluetooth+Headset+%2817-120385%29&_sacat=0
Sony On Ear Wired Stereo Headphones - Black (MDR-ZX110),15.99,46:51.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR1.TRC0.A0.H0.XSony+On+Ear+Wired+Stereo+Headphones+-+Black+%28MDR-ZX110%29.TRS0&_nkw=Sony+On+Ear+Wired+Stereo+Headphones+-+Black+%28MDR-ZX110%29&_sacat=0
Aduro Amplify Pro Stereo Bluetooth Headset - Black/Gray,10.99,47:07.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Aduro+Amplify+Pro+Stereo+Bluetooth+Headset+-+Black%2FGray&_sacat=0
BOHM On-Ear Wireless Headphones - Black/Silver (B66BLK),39.99,47:23.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=BOHM+On-Ear+Wireless+Headphones+-+Black%2FSilver+%28B66BLK%29&_sacat=0
Philips Bluetooth Wireless Portable Speaker Grey/White,22.99,47:36.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Philips+Bluetooth+Wireless+Portable+Speaker+Grey%2FWhite&_sacat=0
Active In-Ear Headphones With Remote And Mic - White (EO-EG920LWEGUS),9.45,47:49.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR1.TRC0.A0.H0.XActive+In-Ear+Headphones+With+Remote+And+Mic+-+White+%28EO-EG920LWEGUS%29.TRS0&_nkw=Active+In-Ear+Headphones+With+Remote+And+Mic+-+White+%28EO-EG920LWEGUS%29&_sacat=0
AquaSound Waterproof Bluetooth Portable Speaker - Anchor (AS-WSP20-ANC),8.99,48:11.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR1.TRC0.A0.H0.XAquaSound+Waterproof+Bluetooth+Portable+Speaker+-+Anchor+%28AS-WSP20-ANC%29.TRS0&_nkw=AquaSound+Waterproof+Bluetooth+Portable+Speaker+-+Anchor+%28AS-WSP20-ANC%29&_sacat=0
Aduro Aqua Sound Bluetooth Shower Speaker - Black,12.99,48:31.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Aduro+Aqua+Sound+Bluetooth+Shower+Speaker+-+Black&_sacat=0
Aduro Bluetooth Shower Speaker with Mic & Controls - Black Giraffe - 2Pack,12.99,48:50.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR2.TRC1.A0.H0.XAduro+Bluetooth+Shower+Speaker+with+Mic+%26+Controls+-+Black+Giraffe+-+2Pack.TRS0&_nkw=Aduro+Bluetooth+Shower+Speaker+with+Mic+%26+Controls+-+Black+Giraffe+-+2Pack&_sacat=0
Aduro Aqua-Sound Bluetooth Shower Speaker 2 Pack - Purple,12.99,49:06.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Aduro+Aqua-Sound+Bluetooth+Shower+Speaker+2+Pack+-+Purple&_sacat=0
Water-Resistant Bluetooth Speaker: Black,20.99,49:18.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR2.TRC0.A0.H0.XWater-Resistant+Bluetooth+Speaker%3A+Black.TRS0&_nkw=Water-Resistant+Bluetooth+Speaker%3A+Black&_sacat=0
Contixo Kb2600 Kids Bluetooth Wireless Headphones Over-Ear Foldable  White,24.99,49:39.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Contixo+Kb2600+Kids+Bluetooth+Wireless+Headphones+Over-Ear+Foldable++White&_sacat=0
GPCT Foldable Streamlined Bluetooth Wireless Stereo Headset - Black,29.25,50:02.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XGPCT+Foldable+Streamlined+Bluetooth+Wireless+Stereo+Headset+-+Black.TRS0&_nkw=GPCT+Foldable+Streamlined+Bluetooth+Wireless+Stereo+Headset+-+Black&_sacat=0
iSunnao Bluetooth FM Radio Transmitter Car Kit - Black,5.5,50:18.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=iSunnao+Bluetooth+FM+Radio+Transmitter+Car+Kit+-+Black&_sacat=0
Beats Powerbeats3 Wireless Earphones Neighborhood Collection - Brick Red,45.99,50:34.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+Powerbeats3+Wireless+Earphones+Neighborhood+Collection+-+Brick+Red.TRS0&_nkw=Beats+Powerbeats3+Wireless+Earphones+Neighborhood+Collection+-+Brick+Red&_sacat=0
GPCT Foldable Streamlined Bluetooth Wireless Stereo Headset - Pink,13.83,50:48.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=GPCT+Foldable+Streamlined+Bluetooth+Wireless+Stereo+Headset+-+Pink&_sacat=0
Philips EverPlay Portable Bluetooth Speaker - Pink (BT3900),49.0,51:06.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Philips+EverPlay+Portable+Bluetooth+Speaker+-+Pink+%28BT3900%29&_sacat=0
LAX Gadget Laud Over The Ear Bluetooth Headphones - White,24.99,51:20.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XLAX+Gadget+Laud+Over+The+Ear+Bluetooth+Headphones+-+White.TRS0&_nkw=LAX+Gadget+Laud+Over+The+Ear+Bluetooth+Headphones+-+White&_sacat=0
Laud Splash Proof Bluetooth Shower Speaker 2-Pack Blue Camo,13.2,51:39.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Laud+Splash+Proof+Bluetooth+Shower+Speaker+2-Pack+Blue+Camo&_sacat=0
Aduro Aqua Sound Bluetooth Shower Speaker: 2-Pack/Floral,12.99,51:54.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XAduro+Aqua+Sound+Bluetooth+Shower+Speaker%3A+2-Pack%2FFloral.TRS0&_nkw=Aduro+Aqua+Sound+Bluetooth+Shower+Speaker%3A+2-Pack%2FFloral&_sacat=0
Beats By Dre Powerbeats 3 Wireless In-Ear Headphones - White,48.0,52:08.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+By+Dre+Powerbeats+3+Wireless+In-Ear+Headphones+-+White.TRS0&_nkw=Beats+By+Dre+Powerbeats+3+Wireless+In-Ear+Headphones+-+White&_sacat=0
Dr. Dre Powerbeats 3 Wireless Bluetooth Earbud Headphones  - Black,39.97,52:22.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR4.TRC1.A0.H0.XDr.+Dre+Powerbeats+3+Wireless+Bluetooth+Earbud+Headphones++-+Black.TRS0&_nkw=Dr.+Dre+Powerbeats+3+Wireless+Bluetooth+Earbud+Headphones++-+Black&_sacat=0
Beats by Dre BeatsX Wireless In-Ear Headphones - Black,54.97,52:37.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+by+Dre+BeatsX+Wireless+In-Ear+Headphones+-+Black.TRS0&_nkw=Beats+by+Dre+BeatsX+Wireless+In-Ear+Headphones+-+Black&_sacat=0
Beats by Dre Powerbeats 3 Wireless Bluetooth In-Ear Headphones - Blue,59.99,52:57.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Blue&_sacat=0
Dre Beats Beatsx Wireless In-Ear Headphones - Blue,37.99,53:16.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XDre+Beats+Beatsx+Wireless+In-Ear+Headphones+-+Blue.TRS0&_nkw=Dre+Beats+Beatsx+Wireless+In-Ear+Headphones+-+Blue&_sacat=0
Beats by Dre Powerbeats 3 Wireless Bluetooth In-Ear Headphones - Red,47.5,53:31.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Red.TRS0&_nkw=Beats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Red&_sacat=0
Beats by Dre Powerbeats 3 Wireless Bluetooth In-Ear Headphones - Yellow,59.99,53:50.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Yellow&_sacat=0
Beats by Dr. Dre Studio 2 Wireless On-Ear Headphones - Black/Red,100.0,54:02.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+by+Dr.+Dre+Studio+2+Wireless+On-Ear+Headphones+-+Black%2FRed&_sacat=0
